Brick;Brick.EqualityContract;Brick.Date;Brick.Type;Brick.Open;Brick.High;Brick.Low;Brick.Close;Brick.TicksCount;Brick.Volume
"Brick { Date = 10/06/2024 10:19:30, Type = Up, Open = 120695, High = 120745, Low = 120695, Close = 120745, TicksCount = 2649, Volume = 9050 }";Application.Range.Brick;"10/06/2024 10:19:30";Up;120695;120745;120695;120745;2649;9050
"Brick { Date = 10/06/2024 10:19:42, Type = Down, Open = 120745, High = 120765, Low = 120695, Close = 120695, TicksCount = 16420, Volume = 58003 }";Application.Range.Brick;"10/06/2024 10:19:42";Down;120745;120765;120695;120695;16420;58003
"Brick { Date = 10/06/2024 10:54:15, Type = Down, Open = 121245, High = 121285, Low = 121195, Close = 121195, TicksCount = 14524, Volume = 53175 }";Application.Range.Brick;"10/06/2024 10:54:15";Down;121245;121285;121195;121195;14524;53175
"Brick { Date = 10/06/2024 10:53:55, Type = Up, Open = 121195, High = 121245, Low = 121180, Close = 121245, TicksCount = 6566, Volume = 23382 }";Application.Range.Brick;"10/06/2024 10:53:55";Up;121195;121245;121180;121245;6566;23382
"Brick { Date = 10/06/2024 10:52:22, Type = Up, Open = 121145, High = 121195, Low = 121110, Close = 121195, TicksCount = 14270, Volume = 54639 }";Application.Range.Brick;"10/06/2024 10:52:22";Up;121145;121195;121110;121195;14270;54639
"Brick { Date = 10/06/2024 10:52:18, Type = Down, Open = 121195, High = 121200, Low = 121145, Close = 121145, TicksCount = 1143, Volume = 3831 }";Application.Range.Brick;"10/06/2024 10:52:18";Down;121195;121200;121145;121145;1143;3831
"Brick { Date = 10/06/2024 10:52:01, Type = Up, Open = 121145, High = 121195, Low = 121120, Close = 121195, TicksCount = 5277, Volume = 18204 }";Application.Range.Brick;"10/06/2024 10:52:01";Up;121145;121195;121120;121195;5277;18204
"Brick { Date = 10/06/2024 10:51:41, Type = Down, Open = 121195, High = 121200, Low = 121145, Close = 121145, TicksCount = 2907, Volume = 9326 }";Application.Range.Brick;"10/06/2024 10:51:41";Down;121195;121200;121145;121145;2907;9326
"Brick { Date = 10/06/2024 10:51:17, Type = Up, Open = 121145, High = 121195, Low = 121140, Close = 121195, TicksCount = 4308, Volume = 14233 }";Application.Range.Brick;"10/06/2024 10:51:17";Up;121145;121195;121140;121195;4308;14233
"Brick { Date = 10/06/2024 10:51:00, Type = Down, Open = 121195, High = 121200, Low = 121145, Close = 121145, TicksCount = 6814, Volume = 28446 }";Application.Range.Brick;"10/06/2024 10:51:00";Down;121195;121200;121145;121145;6814;28446
"Brick { Date = 10/06/2024 10:50:53, Type = Down, Open = 121245, High = 121255, Low = 121195, Close = 121195, TicksCount = 2023, Volume = 8747 }";Application.Range.Brick;"10/06/2024 10:50:53";Down;121245;121255;121195;121195;2023;8747
"Brick { Date = 10/06/2024 10:50:52, Type = Up, Open = 121195, High = 121245, Low = 121190, Close = 121245, TicksCount = 1954, Volume = 10257 }";Application.Range.Brick;"10/06/2024 10:50:52";Up;121195;121245;121190;121245;1954;10257
"Brick { Date = 10/06/2024 10:50:33, Type = Down, Open = 121245, High = 121250, Low = 121195, Close = 121195, TicksCount = 7980, Volume = 28695 }";Application.Range.Brick;"10/06/2024 10:50:33";Down;121245;121250;121195;121195;7980;28695
"Brick { Date = 10/06/2024 10:49:44, Type = Down, Open = 121295, High = 121335, Low = 121245, Close = 121245, TicksCount = 16648, Volume = 65380 }";Application.Range.Brick;"10/06/2024 10:49:44";Down;121295;121335;121245;121245;16648;65380
"Brick { Date = 10/06/2024 10:48:24, Type = Up, Open = 121245, High = 121295, Low = 121210, Close = 121295, TicksCount = 24913, Volume = 85599 }";Application.Range.Brick;"10/06/2024 10:48:24";Up;121245;121295;121210;121295;24913;85599
"Brick { Date = 10/06/2024 10:48:21, Type = Up, Open = 121195, High = 121245, Low = 121190, Close = 121245, TicksCount = 6437, Volume = 23082 }";Application.Range.Brick;"10/06/2024 10:48:21";Up;121195;121245;121190;121245;6437;23082
"Brick { Date = 10/06/2024 10:47:40, Type = Up, Open = 121145, High = 121195, Low = 121110, Close = 121195, TicksCount = 8546, Volume = 30686 }";Application.Range.Brick;"10/06/2024 10:47:40";Up;121145;121195;121110;121195;8546;30686
"Brick { Date = 10/06/2024 10:46:53, Type = Up, Open = 121095, High = 121145, Low = 121075, Close = 121145, TicksCount = 10117, Volume = 35331 }";Application.Range.Brick;"10/06/2024 10:46:53";Up;121095;121145;121075;121145;10117;35331
"Brick { Date = 10/06/2024 10:46:41, Type = Down, Open = 121145, High = 121150, Low = 121095, Close = 121095, TicksCount = 5702, Volume = 19616 }";Application.Range.Brick;"10/06/2024 10:46:41";Down;121145;121150;121095;121095;5702;19616
"Brick { Date = 10/06/2024 10:46:27, Type = Down, Open = 121195, High = 121195, Low = 121145, Close = 121145, TicksCount = 2293, Volume = 8052 }";Application.Range.Brick;"10/06/2024 10:46:27";Down;121195;121195;121145;121145;2293;8052
"Brick { Date = 10/06/2024 10:45:29, Type = Up, Open = 121145, High = 121195, Low = 121135, Close = 121195, TicksCount = 9661, Volume = 35746 }";Application.Range.Brick;"10/06/2024 10:45:29";Up;121145;121195;121135;121195;9661;35746
"Brick { Date = 10/06/2024 10:45:12, Type = Down, Open = 121195, High = 121210, Low = 121145, Close = 121145, TicksCount = 6909, Volume = 26079 }";Application.Range.Brick;"10/06/2024 10:45:12";Down;121195;121210;121145;121145;6909;26079
"Brick { Date = 10/06/2024 10:44:21, Type = Up, Open = 121145, High = 121195, Low = 121100, Close = 121195, TicksCount = 18387, Volume = 72538 }";Application.Range.Brick;"10/06/2024 10:44:21";Up;121145;121195;121100;121195;18387;72538
"Brick { Date = 10/06/2024 10:55:09, Type = Down, Open = 121195, High = 121230, Low = 121145, Close = 121145, TicksCount = 8476, Volume = 31755 }";Application.Range.Brick;"10/06/2024 10:55:09";Down;121195;121230;121145;121145;8476;31755
"Brick { Date = 10/06/2024 10:55:41, Type = Down, Open = 121145, High = 121155, Low = 121095, Close = 121095, TicksCount = 8896, Volume = 33565 }";Application.Range.Brick;"10/06/2024 10:55:41";Down;121145;121155;121095;121095;8896;33565
"Brick { Date = 10/06/2024 10:56:10, Type = Up, Open = 121095, High = 121145, Low = 121085, Close = 121145, TicksCount = 8051, Volume = 27208 }";Application.Range.Brick;"10/06/2024 10:56:10";Up;121095;121145;121085;121145;8051;27208
"Brick { Date = 10/06/2024 10:56:43, Type = Down, Open = 121145, High = 121175, Low = 121095, Close = 121095, TicksCount = 5394, Volume = 19295 }";Application.Range.Brick;"10/06/2024 10:56:43";Down;121145;121175;121095;121095;5394;19295
"Brick { Date = 10/06/2024 11:13:23, Type = Up, Open = 121145, High = 121195, Low = 121115, Close = 121195, TicksCount = 8811, Volume = 30840 }";Application.Range.Brick;"10/06/2024 11:13:23";Up;121145;121195;121115;121195;8811;30840
"Brick { Date = 10/06/2024 11:12:33, Type = Up, Open = 121095, High = 121145, Low = 121085, Close = 121145, TicksCount = 4408, Volume = 17350 }";Application.Range.Brick;"10/06/2024 11:12:33";Up;121095;121145;121085;121145;4408;17350
"Brick { Date = 10/06/2024 11:12:19, Type = Down, Open = 121145, High = 121150, Low = 121095, Close = 121095, TicksCount = 2358, Volume = 8826 }";Application.Range.Brick;"10/06/2024 11:12:19";Down;121145;121150;121095;121095;2358;8826
"Brick { Date = 10/06/2024 11:09:53, Type = Up, Open = 121095, High = 121145, Low = 121055, Close = 121145, TicksCount = 18997, Volume = 70263 }";Application.Range.Brick;"10/06/2024 11:09:53";Up;121095;121145;121055;121145;18997;70263
"Brick { Date = 10/06/2024 11:09:34, Type = Up, Open = 121045, High = 121095, Low = 121040, Close = 121095, TicksCount = 4658, Volume = 17929 }";Application.Range.Brick;"10/06/2024 11:09:34";Up;121045;121095;121040;121095;4658;17929
"Brick { Date = 10/06/2024 11:09:14, Type = Up, Open = 120995, High = 121045, Low = 120995, Close = 121045, TicksCount = 4918, Volume = 17103 }";Application.Range.Brick;"10/06/2024 11:09:14";Up;120995;121045;120995;121045;4918;17103
"Brick { Date = 10/06/2024 11:09:04, Type = Down, Open = 121045, High = 121050, Low = 120995, Close = 120995, TicksCount = 7847, Volume = 28347 }";Application.Range.Brick;"10/06/2024 11:09:04";Down;121045;121050;120995;120995;7847;28347
"Brick { Date = 10/06/2024 11:07:08, Type = Down, Open = 121095, High = 121125, Low = 121045, Close = 121045, TicksCount = 13541, Volume = 52983 }";Application.Range.Brick;"10/06/2024 11:07:08";Down;121095;121125;121045;121045;13541;52983
"Brick { Date = 10/06/2024 11:05:13, Type = Down, Open = 121145, High = 121170, Low = 121095, Close = 121095, TicksCount = 16933, Volume = 63906 }";Application.Range.Brick;"10/06/2024 11:05:13";Down;121145;121170;121095;121095;16933;63906
"Brick { Date = 10/06/2024 11:04:00, Type = Up, Open = 121095, High = 121145, Low = 121050, Close = 121145, TicksCount = 12026, Volume = 45280 }";Application.Range.Brick;"10/06/2024 11:04:00";Up;121095;121145;121050;121145;12026;45280
"Brick { Date = 10/06/2024 10:44:13, Type = Up, Open = 121095, High = 121145, Low = 121085, Close = 121145, TicksCount = 6568, Volume = 25654 }";Application.Range.Brick;"10/06/2024 10:44:13";Up;121095;121145;121085;121145;6568;25654
"Brick { Date = 10/06/2024 11:03:42, Type = Up, Open = 121045, High = 121095, Low = 121035, Close = 121095, TicksCount = 8164, Volume = 28477 }";Application.Range.Brick;"10/06/2024 11:03:42";Up;121045;121095;121035;121095;8164;28477
"Brick { Date = 10/06/2024 11:02:49, Type = Down, Open = 121145, High = 121170, Low = 121095, Close = 121095, TicksCount = 5973, Volume = 21551 }";Application.Range.Brick;"10/06/2024 11:02:49";Down;121145;121170;121095;121095;5973;21551
"Brick { Date = 10/06/2024 11:02:36, Type = Up, Open = 121095, High = 121145, Low = 121090, Close = 121145, TicksCount = 2734, Volume = 10010 }";Application.Range.Brick;"10/06/2024 11:02:36";Up;121095;121145;121090;121145;2734;10010
"Brick { Date = 10/06/2024 11:02:12, Type = Down, Open = 121145, High = 121155, Low = 121095, Close = 121095, TicksCount = 5165, Volume = 19698 }";Application.Range.Brick;"10/06/2024 11:02:12";Down;121145;121155;121095;121095;5165;19698
"Brick { Date = 10/06/2024 11:01:52, Type = Down, Open = 121195, High = 121210, Low = 121145, Close = 121145, TicksCount = 6816, Volume = 24846 }";Application.Range.Brick;"10/06/2024 11:01:52";Down;121195;121210;121145;121145;6816;24846
"Brick { Date = 10/06/2024 11:00:56, Type = Up, Open = 121145, High = 121195, Low = 121115, Close = 121195, TicksCount = 11155, Volume = 42703 }";Application.Range.Brick;"10/06/2024 11:00:56";Up;121145;121195;121115;121195;11155;42703
"Brick { Date = 10/06/2024 10:59:55, Type = Up, Open = 121095, High = 121145, Low = 121065, Close = 121145, TicksCount = 13042, Volume = 48446 }";Application.Range.Brick;"10/06/2024 10:59:55";Up;121095;121145;121065;121145;13042;48446
"Brick { Date = 10/06/2024 10:59:52, Type = Up, Open = 121045, High = 121095, Low = 121045, Close = 121095, TicksCount = 1660, Volume = 5591 }";Application.Range.Brick;"10/06/2024 10:59:52";Up;121045;121095;121045;121095;1660;5591
"Brick { Date = 10/06/2024 10:59:09, Type = Down, Open = 121095, High = 121115, Low = 121045, Close = 121045, TicksCount = 12630, Volume = 43718 }";Application.Range.Brick;"10/06/2024 10:59:09";Down;121095;121115;121045;121045;12630;43718
"Brick { Date = 10/06/2024 10:57:18, Type = Down, Open = 121145, High = 121190, Low = 121095, Close = 121095, TicksCount = 14521, Volume = 51884 }";Application.Range.Brick;"10/06/2024 10:57:18";Down;121145;121190;121095;121095;14521;51884
"Brick { Date = 10/06/2024 10:57:03, Type = Up, Open = 121095, High = 121145, Low = 121090, Close = 121145, TicksCount = 2297, Volume = 7826 }";Application.Range.Brick;"10/06/2024 10:57:03";Up;121095;121145;121090;121145;2297;7826
"Brick { Date = 10/06/2024 11:03:30, Type = Down, Open = 121095, High = 121100, Low = 121045, Close = 121045, TicksCount = 5199, Volume = 19117 }";Application.Range.Brick;"10/06/2024 11:03:30";Down;121095;121100;121045;121045;5199;19117
"Brick { Date = 10/06/2024 17:46:58, Type = Down, Open = 120995, High = 120995, Low = 120945, Close = 120945, TicksCount = 4245, Volume = 16196 }";Application.Range.Brick;"10/06/2024 17:46:58";Down;120995;120995;120945;120945;4245;16196
"Brick { Date = 10/06/2024 10:43:38, Type = Up, Open = 121045, High = 121095, Low = 121020, Close = 121095, TicksCount = 8833, Volume = 32582 }";Application.Range.Brick;"10/06/2024 10:43:38";Up;121045;121095;121020;121095;8833;32582
"Brick { Date = 10/06/2024 10:41:56, Type = Up, Open = 120945, High = 120995, Low = 120905, Close = 120995, TicksCount = 18726, Volume = 66202 }";Application.Range.Brick;"10/06/2024 10:41:56";Up;120945;120995;120905;120995;18726;66202
"Brick { Date = 10/06/2024 10:31:01, Type = Down, Open = 120795, High = 120800, Low = 120745, Close = 120745, TicksCount = 3601, Volume = 12757 }";Application.Range.Brick;"10/06/2024 10:31:01";Down;120795;120800;120745;120745;3601;12757
"Brick { Date = 10/06/2024 10:30:53, Type = Down, Open = 120845, High = 120845, Low = 120795, Close = 120795, TicksCount = 2958, Volume = 11094 }";Application.Range.Brick;"10/06/2024 10:30:53";Down;120845;120845;120795;120795;2958;11094
"Brick { Date = 10/06/2024 10:30:42, Type = Up, Open = 120795, High = 120845, Low = 120775, Close = 120845, TicksCount = 3365, Volume = 12027 }";Application.Range.Brick;"10/06/2024 10:30:42";Up;120795;120845;120775;120845;3365;12027
"Brick { Date = 10/06/2024 10:30:36, Type = Up, Open = 120745, High = 120795, Low = 120740, Close = 120795, TicksCount = 1581, Volume = 6001 }";Application.Range.Brick;"10/06/2024 10:30:36";Up;120745;120795;120740;120795;1581;6001
"Brick { Date = 10/06/2024 10:29:58, Type = Down, Open = 120795, High = 120825, Low = 120745, Close = 120745, TicksCount = 11930, Volume = 46686 }";Application.Range.Brick;"10/06/2024 10:29:58";Down;120795;120825;120745;120745;11930;46686
"Brick { Date = 10/06/2024 10:29:16, Type = Up, Open = 120745, High = 120795, Low = 120735, Close = 120795, TicksCount = 7438, Volume = 26737 }";Application.Range.Brick;"10/06/2024 10:29:16";Up;120745;120795;120735;120795;7438;26737
"Brick { Date = 10/06/2024 10:29:02, Type = Down, Open = 120795, High = 120800, Low = 120745, Close = 120745, TicksCount = 5110, Volume = 18455 }";Application.Range.Brick;"10/06/2024 10:29:02";Down;120795;120800;120745;120745;5110;18455
"Brick { Date = 10/06/2024 10:28:50, Type = Down, Open = 120845, High = 120850, Low = 120795, Close = 120795, TicksCount = 2299, Volume = 7946 }";Application.Range.Brick;"10/06/2024 10:28:50";Down;120845;120850;120795;120795;2299;7946
"Brick { Date = 10/06/2024 10:28:40, Type = Up, Open = 120795, High = 120845, Low = 120790, Close = 120845, TicksCount = 2608, Volume = 9231 }";Application.Range.Brick;"10/06/2024 10:28:40";Up;120795;120845;120790;120845;2608;9231
"Brick { Date = 10/06/2024 10:28:31, Type = Down, Open = 120845, High = 120850, Low = 120795, Close = 120795, TicksCount = 3209, Volume = 11622 }";Application.Range.Brick;"10/06/2024 10:28:31";Down;120845;120850;120795;120795;3209;11622
"Brick { Date = 10/06/2024 10:28:21, Type = Down, Open = 120895, High = 120900, Low = 120845, Close = 120845, TicksCount = 5653, Volume = 21418 }";Application.Range.Brick;"10/06/2024 10:28:21";Down;120895;120900;120845;120845;5653;21418
"Brick { Date = 10/06/2024 10:28:16, Type = Up, Open = 120845, High = 120895, Low = 120830, Close = 120895, TicksCount = 7097, Volume = 24674 }";Application.Range.Brick;"10/06/2024 10:28:16";Up;120845;120895;120830;120895;7097;24674
"Brick { Date = 10/06/2024 10:27:37, Type = Up, Open = 120795, High = 120845, Low = 120765, Close = 120845, TicksCount = 9284, Volume = 31050 }";Application.Range.Brick;"10/06/2024 10:27:37";Up;120795;120845;120765;120845;9284;31050
"Brick { Date = 10/06/2024 10:27:31, Type = Up, Open = 120745, High = 120795, Low = 120740, Close = 120795, TicksCount = 4528, Volume = 16514 }";Application.Range.Brick;"10/06/2024 10:27:31";Up;120745;120795;120740;120795;4528;16514
"Brick { Date = 10/06/2024 10:26:21, Type = Up, Open = 120695, High = 120745, Low = 120665, Close = 120745, TicksCount = 20393, Volume = 70479 }";Application.Range.Brick;"10/06/2024 10:26:21";Up;120695;120745;120665;120745;20393;70479
"Brick { Date = 10/06/2024 10:26:00, Type = Down, Open = 120745, High = 120770, Low = 120695, Close = 120695, TicksCount = 8371, Volume = 31411 }";Application.Range.Brick;"10/06/2024 10:26:00";Down;120745;120770;120695;120695;8371;31411
"Brick { Date = 10/06/2024 10:23:29, Type = Down, Open = 120795, High = 120825, Low = 120745, Close = 120745, TicksCount = 20934, Volume = 77504 }";Application.Range.Brick;"10/06/2024 10:23:29";Down;120795;120825;120745;120745;20934;77504
"Brick { Date = 10/06/2024 10:23:15, Type = Down, Open = 120845, High = 120865, Low = 120795, Close = 120795, TicksCount = 7690, Volume = 27044 }";Application.Range.Brick;"10/06/2024 10:23:15";Down;120845;120865;120795;120795;7690;27044
"Brick { Date = 10/06/2024 10:21:53, Type = Up, Open = 120795, High = 120845, Low = 120775, Close = 120845, TicksCount = 23122, Volume = 82391 }";Application.Range.Brick;"10/06/2024 10:21:53";Up;120795;120845;120775;120845;23122;82391
"Brick { Date = 10/06/2024 10:21:41, Type = Up, Open = 120745, High = 120795, Low = 120745, Close = 120795, TicksCount = 5232, Volume = 18206 }";Application.Range.Brick;"10/06/2024 10:21:41";Up;120745;120795;120745;120795;5232;18206
"Brick { Date = 10/06/2024 10:21:22, Type = Up, Open = 120695, High = 120745, Low = 120685, Close = 120745, TicksCount = 3937, Volume = 13082 }";Application.Range.Brick;"10/06/2024 10:21:22";Up;120695;120745;120685;120745;3937;13082
"Brick { Date = 10/06/2024 10:31:13, Type = Down, Open = 120745, High = 120765, Low = 120695, Close = 120695, TicksCount = 16654, Volume = 58797 }";Application.Range.Brick;"10/06/2024 10:31:13";Down;120745;120765;120695;120695;16654;58797
"Brick { Date = 10/06/2024 10:32:07, Type = Up, Open = 120695, High = 120745, Low = 120690, Close = 120745, TicksCount = 1914, Volume = 6446 }";Application.Range.Brick;"10/06/2024 10:32:07";Up;120695;120745;120690;120745;1914;6446
"Brick { Date = 10/06/2024 10:32:11, Type = Down, Open = 120745, High = 120745, Low = 120695, Close = 120695, TicksCount = 945, Volume = 3043 }";Application.Range.Brick;"10/06/2024 10:32:11";Down;120745;120745;120695;120695;945;3043
"Brick { Date = 10/06/2024 10:32:15, Type = Up, Open = 120695, High = 120745, Low = 120690, Close = 120745, TicksCount = 2630, Volume = 8339 }";Application.Range.Brick;"10/06/2024 10:32:15";Up;120695;120745;120690;120745;2630;8339
"Brick { Date = 10/06/2024 10:41:53, Type = Down, Open = 120995, High = 121015, Low = 120945, Close = 120945, TicksCount = 3726, Volume = 13575 }";Application.Range.Brick;"10/06/2024 10:41:53";Down;120995;121015;120945;120945;3726;13575
"Brick { Date = 10/06/2024 10:41:08, Type = Down, Open = 121045, High = 121090, Low = 120995, Close = 120995, TicksCount = 11735, Volume = 39268 }";Application.Range.Brick;"10/06/2024 10:41:08";Down;121045;121090;120995;120995;11735;39268
"Brick { Date = 10/06/2024 10:40:44, Type = Up, Open = 120995, High = 121045, Low = 120965, Close = 121045, TicksCount = 10372, Volume = 37620 }";Application.Range.Brick;"10/06/2024 10:40:44";Up;120995;121045;120965;121045;10372;37620
"Brick { Date = 10/06/2024 10:40:36, Type = Down, Open = 121045, High = 121060, Low = 120995, Close = 120995, TicksCount = 3654, Volume = 13591 }";Application.Range.Brick;"10/06/2024 10:40:36";Down;121045;121060;120995;120995;3654;13591
"Brick { Date = 10/06/2024 10:40:20, Type = Down, Open = 121095, High = 121110, Low = 121045, Close = 121045, TicksCount = 5214, Volume = 18421 }";Application.Range.Brick;"10/06/2024 10:40:20";Down;121095;121110;121045;121045;5214;18421
"Brick { Date = 10/06/2024 10:39:45, Type = Up, Open = 121045, High = 121095, Low = 121005, Close = 121095, TicksCount = 8948, Volume = 32871 }";Application.Range.Brick;"10/06/2024 10:39:45";Up;121045;121095;121005;121095;8948;32871
"Brick { Date = 10/06/2024 10:39:28, Type = Up, Open = 120995, High = 121045, Low = 120985, Close = 121045, TicksCount = 4469, Volume = 16045 }";Application.Range.Brick;"10/06/2024 10:39:28";Up;120995;121045;120985;121045;4469;16045
"Brick { Date = 10/06/2024 10:38:14, Type = Down, Open = 121045, High = 121080, Low = 120995, Close = 120995, TicksCount = 22156, Volume = 82584 }";Application.Range.Brick;"10/06/2024 10:38:14";Down;121045;121080;120995;120995;22156;82584
"Brick { Date = 10/06/2024 10:38:10, Type = Down, Open = 121095, High = 121105, Low = 121045, Close = 121045, TicksCount = 3497, Volume = 12131 }";Application.Range.Brick;"10/06/2024 10:38:10";Down;121095;121105;121045;121045;3497;12131
"Brick { Date = 10/06/2024 10:37:55, Type = Down, Open = 121145, High = 121170, Low = 121095, Close = 121095, TicksCount = 8672, Volume = 35983 }";Application.Range.Brick;"10/06/2024 10:37:55";Down;121145;121170;121095;121095;8672;35983
"Brick { Date = 10/06/2024 10:42:34, Type = Up, Open = 120995, High = 121045, Low = 120955, Close = 121045, TicksCount = 12922, Volume = 43914 }";Application.Range.Brick;"10/06/2024 10:42:34";Up;120995;121045;120955;121045;12922;43914
"Brick { Date = 10/06/2024 10:37:16, Type = Down, Open = 121195, High = 121210, Low = 121145, Close = 121145, TicksCount = 14274, Volume = 60471 }";Application.Range.Brick;"10/06/2024 10:37:16";Down;121195;121210;121145;121145;14274;60471
"Brick { Date = 10/06/2024 10:36:58, Type = Up, Open = 121095, High = 121145, Low = 121095, Close = 121145, TicksCount = 5582, Volume = 21086 }";Application.Range.Brick;"10/06/2024 10:36:58";Up;121095;121145;121095;121145;5582;21086
"Brick { Date = 10/06/2024 10:36:18, Type = Up, Open = 121045, High = 121095, Low = 121015, Close = 121095, TicksCount = 20105, Volume = 71350 }";Application.Range.Brick;"10/06/2024 10:36:18";Up;121045;121095;121015;121095;20105;71350
"Brick { Date = 10/06/2024 10:35:29, Type = Up, Open = 120995, High = 121045, Low = 120950, Close = 121045, TicksCount = 16246, Volume = 58574 }";Application.Range.Brick;"10/06/2024 10:35:29";Up;120995;121045;120950;121045;16246;58574
"Brick { Date = 10/06/2024 10:34:19, Type = Up, Open = 120945, High = 120995, Low = 120900, Close = 120995, TicksCount = 24898, Volume = 99248 }";Application.Range.Brick;"10/06/2024 10:34:19";Up;120945;120995;120900;120995;24898;99248
"Brick { Date = 10/06/2024 10:34:04, Type = Down, Open = 120995, High = 121020, Low = 120945, Close = 120945, TicksCount = 10828, Volume = 38867 }";Application.Range.Brick;"10/06/2024 10:34:04";Down;120995;121020;120945;120945;10828;38867
"Brick { Date = 10/06/2024 10:33:57, Type = Up, Open = 120945, High = 120995, Low = 120935, Close = 120995, TicksCount = 8969, Volume = 28748 }";Application.Range.Brick;"10/06/2024 10:33:57";Up;120945;120995;120935;120995;8969;28748
"Brick { Date = 10/06/2024 10:33:54, Type = Up, Open = 120895, High = 120945, Low = 120890, Close = 120945, TicksCount = 7575, Volume = 25500 }";Application.Range.Brick;"10/06/2024 10:33:54";Up;120895;120945;120890;120945;7575;25500
"Brick { Date = 10/06/2024 10:33:30, Type = Up, Open = 120845, High = 120895, Low = 120825, Close = 120895, TicksCount = 10850, Volume = 39630 }";Application.Range.Brick;"10/06/2024 10:33:30";Up;120845;120895;120825;120895;10850;39630
"Brick { Date = 10/06/2024 10:33:11, Type = Up, Open = 120795, High = 120845, Low = 120770, Close = 120845, TicksCount = 6754, Volume = 24962 }";Application.Range.Brick;"10/06/2024 10:33:11";Up;120795;120845;120770;120845;6754;24962
"Brick { Date = 10/06/2024 10:32:26, Type = Up, Open = 120745, High = 120795, Low = 120700, Close = 120795, TicksCount = 12282, Volume = 42780 }";Application.Range.Brick;"10/06/2024 10:32:26";Up;120745;120795;120700;120795;12282;42780
"Brick { Date = 10/06/2024 10:37:01, Type = Up, Open = 121145, High = 121195, Low = 121130, Close = 121195, TicksCount = 12084, Volume = 43477 }";Application.Range.Brick;"10/06/2024 10:37:01";Up;121145;121195;121130;121195;12084;43477
"Brick { Date = 10/06/2024 17:49:22, Type = Last, Open = 120945, High = 120980, Low = 120930, Close = 120940, TicksCount = 3538, Volume = 14391 }";Application.Range.Brick;"10/06/2024 17:49:22";Last;120945;120980;120930;120940;3538;14391
